3,151,Sep 29(2),NYY,,CHW,L,1-3,,,99,1.0,0,0,0,0,0,0,0,0.00,3,,,,,3,,,,,0,
4,153,Oct 2,NYY,,PHA,W,3-2,GS-,W(1-0),2,8.0,6,2,2,5,4,0,0,2.00,35,61,,,,29,,,,,0,
