1,147,Sep 25(1),NYY,,CLE,L,5-6,,,99,5.2,3,0,0,5,4,0,0,0.00,22,,,,,17,,,,,0,
2,154,Oct 7,NYY,,BOS,W,4-3,GS-,,11,3.0,6,3,3,2,2,0,0,3.12,17,35,,,,15,,,,,0,
