28,4 (3),Apr 21,CHC,,STL,L,0-4,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,,9,,,,P
29,14 (9),May 10,CHC,,PHI,L,1-7,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,,9,,,,P
30,22 (7),May 17,CHC,,NYG,L,6-10,8-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,P
