28,4,Apr 21,CHC,,STL,L,0-4,,,99,0.0,2,3,3,2,0,0,0,inf,4,,,,,,,,,,,,2,,,,,0,,,,,,
29,14,May 10,CHC,,PHI,L,1-7,,,18,1.0,2,1,1,1,1,0,0,36.00,6,,,,,,,,,,,,5,,,,,0,,,,,,
30,22,May 17,CHC,,NYG,L,6-10,8-GF,,6,2.0,3,3,2,0,0,0,0,18.00,10,3,4,0,0,3,,0,0,0,0,0,9,0,1,0,0,0,1,.11,-0.054,-2.06, 8t --- 0 out d3, 9t end d 5
