54,1,Apr 6,TBR,,BAL,L,2-6,8-8,,99,0.0,1,0,0,0,0,0,0,---,1,7,5,1,0,0,1,1,0,0,,1,1,0,0,0,1,1,0,0,0,0,0,.23,-0.038,-1.09,-1.20,0.00, 8t 1-- 2 out d3, 8t -2- 2 out d4
55,3,Apr 8,TBR,,BAL,W,2-0,7-7,H(1),1,0.1,0,0,0,0,0,0,0,0.00,1,5,5,2,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.79,0.020,0.10,0.75,0.33, 7t --- 2 out a1, 7t 3 out a1
56,4,Apr 10,TBR,@,MIA,L,9-10,8-8,,1,0.2,0,0,0,0,1,0,0,0.00,2,7,5,3,0,1,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,0,2.56,0.087,0.51,3.50,1.67, 8b 1-- 0 out tie, 8b -2- 2 out tie
57,6,Apr 12,TBR,@,MIA,W,8-5,8-8,,1,0.1,2,2,2,0,1,0,0,13.50,3,11,7,2,2,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.65,-0.015,-0.41,-3.65,-0.67, 8b --- 0 out a5, 8b 12- 1 out a5
58,9,Apr 15,TBR,@,TOR,L,7-12,4-5,,2,1.1,3,2,2,1,0,1,0,13.50,8,34,21,3,3,1,6,1,2,0,,2,2,0,0,0,7,1,0,0,0,0,0,.08,-0.013,-2.91,-4.60,-0.67, 4b 12- 1 out d7, 5b -2- 2 out d10
