9,50,May 31,CLE,,TEX,L,3-7,9-GF,,99,1.0,2,1,1,0,0,0,0,9.00,4,13,10,3,1,1,3,1,1,0,,0,0,1,0,0,4,0,0,0,0,0,0,.09,-0.008,-0.45,,, 9t --- 0 out d4, 9t end d 5
10,105,Aug 3,CLE,,MIN,L,5-13,3-5,,63,2.0,0,0,0,0,2,0,0,3.00,6,30,21,4,6,2,2,1,0,0,,1,0,0,0,0,6,0,0,0,0,0,0,.16,0.023,1.24,,, 3t 1-- 2 out d6, 5t --- 2 out d6
11,131,Aug 30,CLE,,MIN,W,5-4,2-3,,26,0.2,1,0,0,2,0,0,0,2.45,5,22,10,4,1,3,0,0,0,0,,2,0,0,0,0,3,0,0,0,0,0,0,1.24,-0.077,-0.62,,, 2t 12- 2 out d3, 3t 123 1 out tie
12,137,Sep 6,CLE,,HOU,L,3-4,9-GF,,6,0.2,0,0,0,1,0,0,0,2.08,3,13,9,1,2,1,1,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,.54,0.029,0.72,,, 9t -2- 1 out d2, 9t end d 2
13,141,Sep 10,CLE,@,MIN,L,1-2,7-7,,3,0.1,1,0,0,1,0,0,0,1.93,3,12,7,1,0,2,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,1.98,-0.057,-0.41,,, 7b --- 0 out tie, 7b 12- 1 out tie
14,143,Sep 12,CLE,@,CHW,L,4-11,6-7,,1,0.2,1,1,1,0,1,0,0,3.38,3,13,11,2,3,1,1,0,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,.11,0.004,0.20,,, 6b 1-- 2 out d4, 7b 1-- 1 out d4
15,146,Sep 15,CLE,@,CHW,L,1-2,5-5,,2,1.0,2,0,0,0,1,0,0,2.84,5,28,20,2,2,0,4,2,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.68,0.066,0.49,,, 5b --- 0 out tie, 5b 3 out tie
16,149,Sep 18,CLE,,DET,L,5-9,6-7,,2,1.1,0,0,0,0,1,0,0,2.35,4,18,12,1,2,2,1,0,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,.92,0.097,1.02,,, 6t 12- 2 out d2, 7t 3 out d1
17,154,Sep 24,CLE,,CHW,L,1-8,6-6,,5,1.0,2,1,1,0,2,1,0,3.12,5,27,16,7,3,1,2,2,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,.49,-0.056,-0.45,,, 6t --- 0 out d2, 6t 3 out d3
18,157,Sep 27,CLE,@,DET,L,0-12,4-5,,2,2.0,0,0,0,1,0,0,0,2.53,6,25,13,4,1,4,1,0,1,0,,2,0,0,0,0,5,0,0,1,1,0,0,.12,0.025,2.51,,, 4b -23 0 out d6, 5b 3 out d6
