216,1,Mar 28,LAA,@,OAK,L,0-4,7-7,,99,1.0,0,0,0,0,0,0,0,0.00,3,7,6,1,1,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.08,0.006,0.50,2.25,3.00, 7b --- 0 out d4, 7b 3 out d4
217,5,Apr 1,LAA,@,SEA,L,3-6,7-GF(8),,3,1.1,0,0,0,1,2,0,1,0.00,6,25,13,5,1,1,1,1,0,0,,1,0,2,0,0,4,0,0,0,0,0,0,.20,0.011,0.70,5.80,10.00, 7b 1-- 2 out d3, 8b end d 3
218,7,Apr 4,LAA,,TEX,L,4-11,8-8,,2,1.0,3,2,2,1,3,0,0,5.40,7,32,20,5,5,2,1,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.04,-0.006,-1.51,1.85,6.00, 8t --- 0 out d6, 8t 3 out d8
219,10,Apr 7,LAA,,TEX,W,7-2,6-6,H(1),2,1.0,0,0,0,0,1,0,1,4.15,3,10,6,3,1,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,1.67,0.065,0.50,3.65,6.00, 6t --- 0 out a2, 6t 3 out a2
220,12,Apr 9,LAA,,MIL,W,11-8,7-7,W(1-0),1,1.0,0,0,0,1,2,0,0,3.38,4,22,12,4,4,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.24,0.087,0.50,9.65,21.00, 7t --- 0 out tie, 7t 3 out tie
221,13,Apr 10,LAA,,MIL,W,4-2,7-8,H(2),0,1.1,0,0,0,1,0,0,0,2.70,5,18,12,3,3,2,2,1,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,1.06,0.106,0.72,2.40,4.00, 7t 1-- 2 out a2, 8t 3 out a2
222,16,Apr 15,LAA,@,TEX,L,7-12,5-5,L(1-1),4,0.2,4,4,3,1,1,0,0,6.14,7,34,21,7,2,2,3,3,0,0,,0,0,0,0,0,6,1,0,0,0,0,0,1.39,-0.344,-3.69,-5.50,-4.00, 5b --- 0 out tie, 5b 1-- 2 out d4
223,18,Apr 17,LAA,@,TEX,L,4-5,6-6,,1,1.0,0,0,0,1,1,0,0,5.40,4,25,13,4,2,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.42,0.021,0.57,3.65,6.00, 6b --- 0 out d3, 6b 3 out d3
224,21,Apr 20,LAA,,SEA,L,5-6,5-6,,2,1.2,1,0,0,1,3,0,0,4.50,7,33,19,8,4,0,3,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.84,0.069,0.76,8.55,14.00, 5t --- 1 out d3, 6t 3 out d1
225,23,Apr 22,LAA,,NYY,L,3-4,7-7,,1,1.0,0,0,0,0,2,0,0,4.09,3,16,10,3,4,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.16,0.087,0.50,6.25,9.00, 7t --- 0 out tie, 7t 3 out tie
226,25,Apr 24,LAA,,NYY,L,5-6,GS-1,,1,1.0,0,0,0,1,2,0,0,3.75,4,20,11,4,3,1,0,0,0,0,54,,,0,0,0,3,0,0,0,0,0,0,.86,0.048,0.50,5.65,9.00, 1t start tie, 1t 3 out tie
227,27,Apr 26,LAA,@,KCR,W,5-1,8-8,,1,1.0,1,0,0,0,1,0,0,3.46,3,7,5,2,1,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,1,0,0,.32,0.015,0.51,3.65,6.00, 8b --- 0 out a5, 8b 3 out a5
228,28,Apr 27,LAA,@,KCR,L,4-9,GS-1,,0,1.0,0,0,0,1,0,0,0,3.21,4,18,10,5,1,1,2,1,1,0,52,,,0,0,0,3,0,0,0,0,0,0,.71,0.051,0.51,1.65,3.00, 1b start a 1, 1b 3 out a1
229,30,Apr 30,LAA,,TOR,W,4-3,5-6,,2,1.2,1,0,0,1,1,0,0,2.87,7,23,14,5,2,3,2,0,0,0,,1,1,0,0,0,6,0,0,0,0,0,0,1.88,0.064,0.43,4.55,8.00, 5t --3 1 out a1, 6t 3 out tie
230,31,May 1,LAA,,TOR,W,6-3,7-7,H(3),0,1.0,0,0,0,0,1,0,0,2.70,4,15,10,3,2,1,2,0,1,0,,0,0,0,0,0,4,0,0,0,0,0,1,.63,0.046,0.50,4.25,6.00, 7t --- 0 out a3, 7t 3 out a3
231,34,May 5,LAA,,HOU,L,4-10,5-5,,3,0.1,1,1,1,0,0,1,0,3.18,2,7,4,1,0,0,2,1,0,0,,3,3,0,0,0,2,0,0,0,0,0,0,2.27,-0.442,-3.26,-1.85,-2.00, 5t 123 2 out a1, 5t 3 out d3
232,37,May 9,LAA,@,DET,W,13-0,9-GF,,3,1.0,0,0,0,0,1,0,0,3.00,3,12,8,1,2,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,0.52,4.25,6.00, 9b --- 0 out a13, 9b end a13
233,39,May 11,LAA,@,BAL,W,7-2,6-7,,1,1.1,1,0,0,1,2,0,0,2.79,6,29,20,8,2,2,1,0,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,.61,0.053,0.81,5.80,10.00, 6b -2- 2 out a4, 7b 3 out a4
234,42,May 14,LAA,@,MIN,L,3-4,GS-1,L(1-2),2,1.0,2,1,1,0,0,0,0,3.10,5,22,15,6,0,3,2,1,0,0,45,,,1,0,0,5,0,0,0,0,0,0,.94,-0.054,-0.48,-0.95,0.00, 1b start tie, 1b 3 out d1
