1,94,Jul 27(1),CIN,,BSN,L,2-7,8-GF,,99,2.0,2,0,0,1,0,0,0,0.00,9,,0,0,0,8,0,0,0,0,0,0
2,99,Aug 1,CIN,,BRO,L,1-2,8-GF,,4,2.0,0,0,0,3,0,0,0,0.00,8,,0,1,0,5,0,0,0,0,0,0
3,115,Aug 21(2),CIN,@,NYG,L,1-6,,,19,1.0,2,2,2,1,0,1,0,3.60,6,,,,,5,,,,,0,
4,147,Sep 25,CIN,,PHI,L,3-8,GS-8,L(0-1),34,7.1,14,8,6,1,0,1,1,5.84,39,21,1,0,0,35,1,0,0,1,0,1
