1,10,Apr 10,SFG,,ARI,W,5-4,GS-4,,99,4.0,3,2,2,5,3,0,1,4.50,20,87,45,19,4,4,7,3,1,0,46,,,1,0,0,14,1,0,0,1,0,0,.88,-0.057,-0.17,5.60,15.00, 1t start tie, 4t 3 out d2
2,15,Apr 15,SFG,@,SDP,L,1-10,GS-4,L(0-1),4,3.2,6,5,5,3,6,0,0,8.22,20,79,52,16,14,6,5,4,1,0,32,,,1,0,0,17,3,0,0,0,0,0,1.01,-0.334,-3.40,4.85,14.00, 1b start tie, 4b 1-- 2 out d4
