10,151,Sep 26(1),SLB,,DET,L,4-5,CG,L(0-1),99,9.0,7,5,4,4,3,0,0,4.00,39,,,,,,54,,,,,,35,3,1,,,0,,,,,,
11,156,Oct 1,SLB,,CHW,W,4-3,CG,W(1-1),4,10.0,14,3,3,2,5,0,0,3.32,46,,,,,,55,,,,,,44,1,1,,,0,,,,,,
