1,133 (132),Sep 13 (1),PHI,,STL,L,4-13,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,9,PH
2,135 (1),Sep 14,PHI,,STL,L,4-9,CG,5,5,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,1,2B
3,136,Sep 15,PHI,,STL,W,10-9,CG,4,3,0,2,0,0,0,0,1,,0,0,0,,,,0,0,.222,.300,.222,.522,8,2B
4,138 (1),Sep 16 (2),PHI,,PIT,W,8-6,CG,4,3,1,1,1,0,0,2,1,,0,0,0,,,,0,0,.250,.357,.333,.690,7,2B
5,139,Sep 18 (1),PHI,,PIT,L,3-11,CG,4,4,0,1,0,0,0,1,0,,0,0,0,,,,0,0,.250,.333,.313,.646,8,2B
6,141 (1),Sep 19,PHI,,PIT,L,1-6,CG,3,3,0,0,0,0,0,0,0,,1,0,0,,,,0,0,.211,.286,.263,.549,8,2B
