1,138 (137),Sep 3,MON,,BOS,W,1-0,4-GF,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,1,.36,-0.019,-0.21,SS
2,139,Sep 4,MON,,PHI,L,4-6,8-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,9,,,,PR
3,143 (3),Sep 9,MON,,PIT,W,5-4,7-8,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,7,,0.000,0.00,PR
4,144,Sep 10,MON,,PIT,W,5-4,7-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,5,,,,PR
5,145,Sep 11,MON,@,NYM,L,5-9,8-GF,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.333,.333,.333,.667,2,.71,0.053,1.49,PH SS
6,148 (2),Sep 14,MON,@,NYM,L,0-1,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.333,.333,.333,.667,5,3.94,0.014,0.04,PR
7,149,Sep 15,MON,@,PIT,L,4-5,9-9,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,1,0,.333,.333,.333,.667,3,,0.000,0.00,PR
8,150,Sep 16,MON,@,PIT,L,2-8,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.333,.333,.333,.667,1,,,,SS
9,153 (2),Sep 19,MON,@,ATL,L,1-2,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,1,.333,.333,.333,.667,4,3.90,-0.081,-0.24,PR
10,155 (1),Sep 21,MON,@,ATL,W,7-1,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.333,.333,.333,.667,6,,,,SS
11,156,Sep 22,MON,@,ATL,L,2-3,GS-9,5,5,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,.375,.375,.375,.750,2,1.19,-0.137,-1.06,2B
12,157,Sep 23,MON,,FLA,L,3-6,8-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.375,.375,.375,.750,6,,,,PR
13,158,Sep 24,MON,,FLA,L,9-10,5-GF,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.273,.273,.273,.545,2,1.54,-0.126,-0.97,2B SS
14,160 (1),Sep 26,MON,,CIN,L,1-7,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.273,.273,.273,.545,1,,,,PR
15,161,Sep 27,MON,,CIN,W,8-5,CG,5,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.214,.267,.214,.481,2,1.13,-0.057,-0.72,2B
16,162,Sep 28,MON,,CIN,L,3-11,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.222,.263,.222,.485,2,.26,-0.024,0.45,2B SS
