1,Apr 14,CLE,@,DET,W,5-1,CG,0,9.0,0,2,1,3,1,
2,Apr 15,CLE,@,DET,L,4-5,CG,0,8.0,1,3,0,4,0,
3,Apr 16,CLE,@,DET,W,9-6,CG,0,9.0,1,3,0,4,0,
4,Apr 17,CLE,@,DET,L,0-5,CG,0,8.0,0,1,0,1,0,
5,Apr 18,CLE,@,SLB,W,6-1,CG,0,9.0,0,2,0,2,0,
6,Apr 19,CLE,@,SLB,L,2-7,CG,0,8.0,2,2,0,4,0,
7,Apr 20,CLE,@,SLB,W,9-0,CG,0,9.0,2,0,0,2,1,
8,Apr 21,CLE,@,SLB,W,3-1,CG,0,6.0,3,1,0,4,0,
9,Apr 22,CLE,,DET,L,3-5,CG,0,9.0,0,3,0,3,0,
10,Apr 23,CLE,,DET,L,4-8,CG,0,9.0,1,3,0,4,0,
14 (3),Apr 27,CLE,@,CHW,L,4-7,CG,0,8.0,1,1,1,3,0,
15,Apr 28,CLE,@,CHW,L,3-7,CG,0,8.0,0,2,0,2,0,
16,Apr 29,CLE,@,CHW,W,5-4,CG,0,9.0,1,0,0,1,0,
17,May 1,CLE,,SLB,L,3-5,CG,0,10.0,4,3,0,7,0,
18,May 2,CLE,,SLB,W,7-6,CG,0,9.0,2,4,0,6,1,
19,May 5,CLE,,CHW,W,1-0,CG,0,9.0,3,3,0,6,0,
20,May 6,CLE,,CHW,L,4-10,CG,0,9.0,0,4,0,4,0,
21,May 8,CLE,,CHW,L,5-10,CG,0,9.0,2,2,1,5,0,
22,May 9,CLE,,PHA,W,3-0,GS,0,6.0,1,1,0,2,0,
27 (4),May 16,CLE,,BOS,L,0-3,GF,0, ,2,0,0,2,0,
28,May 19,CLE,,BOS,W,5-2,GF,0, ,1,2,0,3,0,
29,May 22,CLE,,WSH,W,7-6,CG,0,12.0,3,4,0,7,1,
30,May 23,CLE,,WSH,L,1-4,CG,0,9.0,2,3,0,5,1,
31,May 24,CLE,,PHA,L,4-5,CG,0,9.0,2,2,0,4,0,
32,May 25,CLE,,PHA,L,5-6,CG,0,12.0,1,0,0,1,0,
33,May 27,CLE,,PHA,W,9-8,CG,0,9.0,1,1,1,3,0,
34,May 30,CLE,@,CHW,W,2-1,CG,0,9.0,1,2,0,3,0,
35,May 31 (1),CLE,,SLB,W,12-1,GS,0, ,1,1,0,2,0,
36,May 31 (2),CLE,,SLB,W,9-6,CG,0,9.0,3,3,1,7,1,
37,Jun 1,CLE,,SLB,L,1-2,CG,0,9.0,0,1,0,1,0,
