55,4 (3),Apr 21,BRO,,NYG,L,0-6,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,,,,,9,P
56,8 (3),Apr 29,BRO,,PHI,L,2-6,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,,,,,9,P
57,19 (10),May 16,BRO,@,CHC,W,2-1,CG,4,4,0,0,0,0,0,0,0,,4,0,0,,,,0,,.000,.000,.000,.000,9,P
58,23 (3),May 20,BRO,@,STL,W,5-4,GS-0,2,2,0,0,0,0,0,0,0,,0,0,0,,,,0,,.000,.000,.000,.000,9,P
59,27 (3),May 24,BRO,@,CIN,W,6-2,CG,4,4,1,1,0,1,0,0,0,,3,0,0,,,,0,,.100,.100,.300,.400,9,P
60,31 (3),May 30 (1),BRO,,NYG,L,1-11,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.100,.100,.300,.400,9,P
61,32,May 30 (2),BRO,,NYG,L,0-4,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.100,.100,.300,.400,2,P
62,34 (1),Jun 1 (2),BRO,,BSN,W,4-2,CG,3,3,0,1,0,1,0,3,0,,0,0,0,,,,0,,.154,.154,.462,.615,9,P
63,38 (3),Jun 5,BRO,,CHC,L,5-9,GS-0,3,1,0,0,0,0,0,0,2,,1,0,0,,,,0,,.143,.250,.429,.679,9,P
64,42 (3),Jun 10,BRO,,STL,L,4-6,GS-0,4,3,0,1,0,0,0,0,1,,2,0,0,,,,0,,.176,.300,.412,.712,9,P
65,46 (3),Jun 16,BRO,,CIN,L,4-7,GS-0,1,1,0,0,0,0,0,0,0,,1,0,0,,,,0,,.167,.286,.389,.675,9,P
66,48 (1),Jun 18,BRO,,CIN,L,1-4,GS-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.167,.286,.389,.675,9,P
67,52 (3),Jun 24 (1),BRO,@,PHI,L,0-2,0-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.167,.286,.389,.675,9,P
68,53,Jun 24 (2),BRO,@,PHI,L,1-6,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.167,.286,.389,.675,9,P
69,59 (5),Jun 29 (2),BRO,@,NYG,L,6-8,GS-0,1,1,0,0,0,0,0,,0,,1,0,0,,,,0,,.158,.273,.368,.641,9,P
70,66 (6),Jul 6 (2),BRO,@,BSN,L,0-1,CG,3,3,0,1,1,0,0,0,0,,2,0,0,,,,0,,.182,.280,.409,.689,9,P
71,68 (1),Jul 9,BRO,@,CIN,W,6-5,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.174,.269,.391,.661,9,P
72,69,Jul 10,BRO,@,CIN,W,11-6,0-0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,,.174,.269,.391,.661,9,PR
73,71 (1),Jul 15,BRO,@,PIT,L,3-4,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.174,.269,.391,.661,9,P
74,74 (2),Jul 17,BRO,@,CHC,L,2-3,GS-0,3,2,0,0,0,0,0,0,1,,2,0,0,,,,0,,.160,.276,.360,.636,9,P
75,79 (4),Jul 22,BRO,@,STL,L,1-2,GS-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.160,.276,.360,.636,9,P
76,81 (1),Jul 25 (1),BRO,,CIN,L,3-4,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,.160,.276,.360,.636,9,P
77,85 (3),Jul 30,BRO,,PIT,L,2-7,GS-0,1,1,0,0,0,0,0,0,0,,1,0,0,,,,0,,.154,.267,.346,.613,9,P
78,92 (6),Aug 6,BRO,,STL,L,2-7,0-GF,3,3,0,0,0,0,0,0,0,,2,0,0,,,,0,,.138,.242,.310,.553,9,P
