1,Apr 5,MIL,,BOS,L,8-9,,12,3.1,0,1,0,1,0,P
4 (2),Apr 11,MIL,@,CLE,W,7-6,,25,6.2,0,1,0,1,0,P
9 (4),Apr 17,MIL,,CLE,W,5-4,,10,2.2,0,1,1,2,0,P
17 (7),Apr 30,MIL,,TEX,L,10-12,,4,0.0,0,0,0,0,0,P
29 (11),May 15,MIL,@,BAL,L,5-6,,8,1.1,0,0,1,1,0,P
