10,3,Apr 20,STL,,PIT,L,4-8,9-GF,,99,1.0,0,0,0,0,1,0,0,0.00,3,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.06,0.004,0.55, 9t --- 0 out d4, 9t end d 4
11,12,May 2,STL,,BRO,L,3-10,8-8,,11,0.0,1,3,0,2,0,0,0,0.00,4,1,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,.21,-0.031,-2.85, 8t --- 0 out d4, 8t 123 0 out d5
12,16,May 6,STL,,PHI,L,7-11,,,3,0.0,2,2,2,0,0,0,0,18.00,2,,,,,,,,,,,,2,,,0,,0,,,,,,
