1849,1,Apr 3,SEA,@,HOU,L,0-3,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,3,1.14,-0.059,-0.68,3.00,3.00,2B
1850,2,Apr 4,SEA,@,HOU,L,1-2,CG,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.286,.375,.429,.804,3,.99,0.008,0.15,7.00,9.00,2B
1851,3,Apr 5,SEA,@,HOU,L,3-5,CG(13),6,5,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,.167,.286,.250,.536,3,1.51,-0.030,-0.39,2.00,3.00,2B
1852,4,Apr 6,SEA,@,HOU,W,4-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.188,.278,.250,.528,3,1.55,-0.056,-0.76,3.00,3.00,2B
1853,5,Apr 7,SEA,@,LAA,L,1-5,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.200,.273,.250,.523,3,.88,-0.026,-0.43,3.00,3.00,2B
1854,6,Apr 8,SEA,@,LAA,L,4-5,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.208,.269,.250,.519,3,1.19,0.024,0.02,3.00,3.00,2B
1855,7,Apr 9,SEA,@,LAA,L,9-10,CG,5,5,1,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,.241,.290,.414,.704,3,.87,0.320,3.91,27.00,38.70,2B
1856,8,Apr 10,SEA,,HOU,W,6-0,CG,4,2,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,.258,.343,.452,.794,3,.90,0.068,0.45,11.00,15.20,2B
1857,9,Apr 11,SEA,,HOU,L,5-7,CG,5,5,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,.250,.325,.417,.742,3,1.66,-0.132,-0.80,7.00,10.00,2B
1858,10,Apr 12,SEA,,HOU,L,5-10,CG,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.250,.318,.400,.718,3,.83,0.025,0.17,7.00,9.70,2B
1859,11,Apr 14,SEA,,TEX,W,2-1,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.233,.313,.372,.685,3,1.02,-0.048,-0.60,2.00,3.00,2B
1860,12,Apr 15,SEA,,TEX,W,5-0,CG,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,.213,.288,.340,.629,3,.86,0.006,-1.10,2.00,3.20,2B
1861,13,Apr 16,SEA,,TEX,W,8-7,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.212,.281,.327,.608,3,1.40,-0.152,-1.22,3.00,3.00,2B
1862,14,Apr 17,SEA,,MIA,W,6-1,CG,4,4,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,.232,.295,.411,.706,3,.59,0.184,2.09,23.00,31.70,2B
