1,115,Aug 24(1),SLB,@,PHA,L,1-7,,,99,2.0,3,2,1,1,2,0,0,4.50,8,,,,,7,,,,,0,
2,117,Aug 25(1),SLB,@,PHA,L,0-9,,,0,3.0,5,3,3,2,1,0,0,7.20,14,,,,,12,,,,,0,
3,122,Aug 31(1),SLB,@,BOS,L,1-4,,,5,1.0,1,0,0,0,0,0,0,6.00,4,,,,,4,,,,,0,
4,128,Sep 4,SLB,@,DET,L,1-4,,,3,1.0,0,0,0,0,0,0,0,5.14,3,,,,,3,,,,,0,
