1,145 (144),Sep 10,OAK,@,SEA,W,9-3,CG,5,3,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,.667,.800,1.000,1.800,8,.51,0.074,1.22,1B
2,146,Sep 11,OAK,@,SEA,W,7-4,CG,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,.286,.500,.429,.929,2,.90,-0.065,-1.28,1B
3,147,Sep 12,OAK,@,SEA,L,5-6,CG,5,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,.333,.467,.417,.883,2,1.44,0.038,0.63,1B
4,148,Sep 13,OAK,,TEX,W,6-5,CG,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.353,.450,.471,.921,2,.66,0.014,-0.14,1B
5,149,Sep 14,OAK,,TEX,W,11-9,CG,5,5,2,3,1,0,1,2,0,0,2,0,0,0,0,0,0,0,.409,.480,.682,1.162,2,.84,0.122,2.36,1B
6,150,Sep 15,OAK,,TEX,W,7-3,CG,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.346,.433,.577,1.010,2,.65,0.006,-0.26,1B
7,151,Sep 16,OAK,,TEX,L,9-11,CG,5,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.345,.429,.552,.980,1,1.34,0.004,-0.17,1B
8,152,Sep 17,OAK,,SEA,L,0-4,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.333,.410,.515,.925,2,.98,-0.035,-0.34,1B
9,153,Sep 18,OAK,,SEA,L,7-8,CG,5,4,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,.324,.409,.514,.923,2,1.07,0.040,1.01,1B
10,154,Sep 19,OAK,,SEA,L,5-9,CG,5,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.310,.388,.476,.864,2,1.55,-0.143,-0.73,1B
11,155,Sep 21,OAK,@,CLE,L,3-4,CG,5,4,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,.326,.407,.522,.929,2,1.39,0.015,0.75,1B
12,156,Sep 22,OAK,@,CLE,W,9-3,CG,5,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.320,.407,.520,.927,2,.47,0.019,0.13,1B
13,157,Sep 23,OAK,@,CLE,L,2-6,CG,4,4,1,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,.333,.413,.593,1.005,2,.87,-0.038,1.21,1B
14,158,Sep 25,OAK,@,BOS,L,3-7,CG,4,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.345,.418,.638,1.056,2,1.03,0.030,0.48,1B
15,159,Sep 26,OAK,@,BOS,L,6-11,CG,5,3,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,.361,.444,.656,1.100,2,1.12,0.135,1.91,1B
16,160,Sep 28,OAK,,LAA,L,0-2,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.344,.434,.625,1.059,2,1.22,0.015,-0.09,1B
17,161,Sep 29,OAK,,LAA,L,2-3,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.353,.438,.618,1.055,2,1.60,-0.012,-0.28,1B
18,162,Sep 30,OAK,,LAA,W,3-2,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.347,.429,.639,1.067,2,1.00,0.085,0.48,1B
