145 (144),Sep 10,OAK,@,SEA,W,9-3,CG,38,9.0,13,1,0,14,2,1B
146,Sep 11,OAK,@,SEA,W,7-4,CG,43,9.0,9,1,0,10,0,1B
147,Sep 12,OAK,@,SEA,L,5-6,CG,43,8.2,9,0,0,9,0,1B
148,Sep 13,OAK,,TEX,W,6-5,CG,40,9.0,9,1,0,10,3,1B
149,Sep 14,OAK,,TEX,W,11-9,CG,42,9.0,9,1,0,10,2,1B
150,Sep 15,OAK,,TEX,W,7-3,CG,34,9.0,10,0,0,10,1,1B
151,Sep 16,OAK,,TEX,L,9-11,CG,44,9.0,8,0,0,8,1,1B
152,Sep 17,OAK,,SEA,L,0-4,CG,37,9.0,7,0,0,7,0,1B
153,Sep 18,OAK,,SEA,L,7-8,CG,38,9.0,10,1,0,11,2,1B
154,Sep 19,OAK,,SEA,L,5-9,CG,48,9.0,5,0,0,5,0,1B
155,Sep 21,OAK,@,CLE,L,3-4,CG,36,8.0,7,0,0,7,1,1B
156,Sep 22,OAK,@,CLE,W,9-3,CG,39,9.0,9,0,0,9,0,1B
157,Sep 23,OAK,@,CLE,L,2-6,CG,38,8.0,11,0,0,11,2,1B
158,Sep 25,OAK,@,BOS,L,3-7,CG,43,8.0,5,0,0,5,1,1B
159,Sep 26,OAK,@,BOS,L,6-11,CG,46,8.0,7,1,0,8,2,1B
160,Sep 28,OAK,,LAA,L,0-2,CG,35,9.0,7,0,0,7,1,1B
161,Sep 29,OAK,,LAA,L,2-3,CG,35,9.0,9,0,0,9,1,1B
162,Sep 30,OAK,,LAA,W,3-2,CG,34,9.0,9,1,0,10,0,1B
