51 (50),May 24,TOR,,SDP,L,3-6,CG,38,9.0,0,1,0,1,0,2B
52,May 25,TOR,,SDP,L,4-19,CG,54,9.0,0,1,0,1,0,2B
53,May 26,TOR,,SDP,W,10-1,CG,36,9.0,6,3,0,9,1,2B
