1,133,Sep 9(2),WSH,,CLE,W,8-2,,S(1),99,1.0,3,1,1,0,2,0,0,9.00,5,,,,,5,,,,,,
2,137,Sep 13,WSH,,CHW,L,4-6,,,3,1.0,0,0,0,1,0,0,0,4.50,4,,,,,3,,,,,,
3,145,Sep 22,WSH,,SLB,L,5-7,GS-,L(0-1),8,6.2,5,6,2,3,4,0,0,3.12,29,49,,,,26,,,,,,
4,151,Sep 30,WSH,,PHA,W,3-0,SHO,W(1-1),7,9.0,4,0,0,0,11,0,1,1.53,33,90,,,,32,0,0,,,,
