1,55,Jun 17,PHA,@,CLE,L,7-8,6-6,,99,0.0,0,0,0,1,0,0,0,---,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,.86,-0.032,-0.40, 6b --- 0 out d1, 6b 1-- 0 out d1
2,57,Jun 18(2),PHA,@,CLE,L,2-21,4-GF(8),,0,5.0,2,3,2,7,4,0,0,3.60,24,5,6,0,0,2,,0,0,0,0,0,17,0,0,0,1,0,1,.00,0.000,-0.27, 4b --- 0 out d17, 8b end d19
3,61,Jun 23,PHA,@,CHW,L,5-11,,,4,0.2,3,3,3,1,1,0,1,7.94,8,,,,,,,,,,,,5,,,0,,0,,,,,,
4,66,Jun 29,PHA,,BOS,L,14-22,7-8,,5,2.0,4,2,2,0,3,1,0,8.22,10,1,2,0,0,4,,0,0,1,0,0,10,0,0,0,0,0,0,.01,-0.001,-0.88, 7t --- 0 out d9, 8t 3 out d8
5,73,Jul 7,PHA,,WSH,L,5-7,8-GF,,7,2.0,2,0,0,4,1,0,0,6.52,10,1,2,1,0,2,,0,0,0,0,0,6,0,0,0,1,0,0,.35,0.029,1.12, 8t --- 0 out d3, 9t end d 3
6,88,Jul 22,PHA,,CHW,L,1-6,6-GF,,14,4.0,2,0,0,2,1,0,0,4.61,16,6,5,0,2,2,,0,0,0,0,0,13,0,0,0,0,0,0,.10,0.027,2.24, 6t --- 0 out d5, 9t end d 5
7,96,Jul 30,PHA,@,DET,L,10-12,,,7,2.0,0,0,0,3,0,0,0,4.02,9,,,,,,,,,,,,6,,,0,,0,,,,,,
8,97,Aug 1,PHA,@,CHW,L,1-8,GS-,L(0-1),1,2.1,7,6,6,2,2,1,0,6.50,16,,,,,,19,,,,,,14,,,0,,0,,,,,,
9,130,Sep 2,PHA,,BOS,L,3-9,,,31,1.0,2,2,2,1,0,0,0,7.11,6,,,,,,,,,,,,5,,,0,,0,,,,,,
