1,146 (145),Sep 21 (2),CLE,,WSH,L,1-2,CG,3,3,0,1,0,1,0,0,0,,1,0,0,,,,0,0,.333,.333,1.000,1.333,7,,,,1B
2,147,Sep 22,CLE,,WSH,L,0-6,CG,4,2,0,0,0,0,0,0,2,,0,0,0,,,,0,0,.200,.429,.600,1.029,7,,,,1B
3,152 (4),Sep 27 (2),CLE,,BOS,L,4-7,CG,4,4,1,1,0,1,0,0,0,,1,0,0,,,,0,0,.222,.364,.667,1.030,7,,,,1B
4,155 (2),Sep 30,CLE,,BOS,L,2-7,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.154,.267,.462,.728,7,,,,1B
