287,1,Apr 4,PHI,@,CIN,L,2-6,7-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.50,-0.013,-0.10,,,PH
288,2,Apr 6,PHI,@,CIN,L,2-3,8-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,9,,,,,,PR
289,4 (1),Apr 8,PHI,@,NYM,L,2-7,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.000,.000,.000,.000,8,.77,-0.062,-0.67,,,LF
290,7 (2),Apr 11,PHI,,SDP,L,3-4,7-8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.94,-0.024,-0.10,,,PH
291,8,Apr 12,PHI,,SDP,W,3-0,8-GF,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.000,.167,.000,.167,9,.79,0.028,0.61,,,PH 1B
292,9,Apr 13,PHI,,SDP,W,2-1,7-8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.000,.286,.000,.286,9,.30,0.012,0.22,,,PH
293,11 (1),Apr 15,PHI,,WSN,L,1-9,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.182,.000,.182,1,.32,-0.034,-0.90,,,2B
294,12,Apr 16,PHI,,WSN,L,1-8,5-6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.100,.250,.300,.550,9,.07,0.007,0.26,,,PH
295,13,Apr 17,PHI,,WSN,W,3-2,8-9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.091,.231,.273,.503,9,1.81,-0.046,-0.23,,,PH
296,14,Apr 18,PHI,,NYM,L,2-5,7-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.083,.214,.250,.464,9,1.83,-0.052,-0.23,,,PH
297,15,Apr 19,PHI,,NYM,L,1-11,5-6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.077,.200,.231,.431,9,.32,-0.008,-0.16,,,PH
298,16,Apr 20,PHI,,NYM,W,5-4,11-GF(11),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.071,.188,.214,.402,8,4.13,-0.209,-0.80,,,PH
299,18 (1),Apr 23,PHI,@,MIL,W,10-6,8-8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.067,.176,.200,.376,4,.36,-0.009,-0.30,,,PH
300,19,Apr 24,PHI,@,MIL,L,5-8,GS-6,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.059,.200,.176,.376,7,.71,-0.015,-0.22,,,LF
301,20,Apr 26,PHI,@,WSN,W,4-3,8-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.056,.190,.167,.357,8,.48,-0.012,-0.11,,,PH
302,22 (1),Apr 28,PHI,@,WSN,W,3-0,8-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.053,.182,.158,.340,8,1.40,-0.035,-0.16,,,PH
303,23,Apr 29,PHI,,CLE,W,4-3,9-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.050,.174,.150,.324,6,4.36,-0.111,-0.43,,,PH
304,26 (2),May 2,PHI,@,STL,L,3-10,6-GF,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.091,.200,.227,.427,8,.29,-0.014,0.21,,,2B
305,28 (1),May 4,PHI,@,STL,L,4-5,7-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.087,.192,.217,.410,8,.49,-0.012,-0.10,,,PH
306,32 (3),May 8,PHI,@,MIA,W,6-5,8-GF,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,.087,.192,.217,.410,5,,0.000,0.00,,,PR 2B
307,34 (1),May 11,PHI,@,ATL,L,1-5,5-GF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.080,.179,.200,.379,8,.62,-0.031,-0.46,,,LF
308,38 (3),May 15,PHI,,CIN,L,4-9,6-GF,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.107,.194,.214,.408,8,.24,-0.003,0.20,,,PH 1B
309,39,May 16,PHI,,MIA,L,3-5,6-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.103,.188,.207,.394,8,1.63,-0.046,-0.32,,,PH
310,40,May 17,PHI,,MIA,W,3-1,5-6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.100,.182,.200,.382,8,1.18,-0.033,-0.35,,,PH
311,41,May 18,PHI,,MIA,W,4-2,6-7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.129,.206,.226,.432,8,.82,0.032,0.38,,,PH
312,48 (6),May 27,PHI,@,CHC,L,2-6,6-6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,.200,.219,.419,8,.29,-0.008,-0.23,,,PH
313,51 (2),May 30,PHI,,WSN,L,3-4,7-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.121,.194,.212,.407,8,.38,-0.010,-0.10,,,PH
314,123 (71),Aug 19,PHI,,STL,L,3-4,CG(11),5,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,.139,.225,.222,.447,8,1.57,-0.030,-0.42,,,2B
315,125 (1),Aug 21,PHI,,STL,L,0-9,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.135,.220,.216,.436,7,.02,-0.001,-0.77,,,SS
316,126,Aug 23,PHI,@,CHW,L,1-9,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,.205,.200,.405,9,.37,-0.031,-0.56,,,2B
317,127,Aug 24,PHI,@,CHW,W,5-3,8-GF,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,.125,.205,.200,.405,4,,0.000,0.00,,,PR
318,129 (1),Aug 27,PHI,@,NYM,L,1-12,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.122,.200,.195,.395,8,.00,0.000,-0.15,,,PH SS
319,130,Aug 28,PHI,@,NYM,W,5-1,9-9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.119,.196,.190,.386,9,.03,-0.001,-0.10,,,PH
320,143 (12),Sep 11,PHI,@,WSN,L,2-3,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.119,.196,.190,.386,6,,,,,,PR
321,148 (4),Sep 16,PHI,,MIA,W,4-3,10-11,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.119,.196,.190,.386,4,,,,,,PR
322,153 (4),Sep 22,PHI,@,NYM,L,8-9,8-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.119,.196,.190,.386,5,,,,,,PR
323,156 (2),Sep 25,PHI,@,NYM,L,0-17,5-5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.116,.191,.186,.378,9,.59,-0.014,-0.15,,,PH
324,157,Sep 27,PHI,@,ATL,L,6-7,7-7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.114,.188,.182,.369,9,1.35,-0.038,-0.35,,,PH
325,158,Sep 28,PHI,@,ATL,L,2-12,6-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.111,.184,.178,.361,2,.03,-0.001,-0.35,,,SS
