19 (18),Apr 22,MIL,,HOU,W,14-7,GF,9,2.0,0,0,0,0,0,PH LF
21 (1),Apr 24,MIL,,HOU,W,4-1,CG,31,9.0,1,0,0,1,0,RF
24 (2),Apr 27,MIL,,CIN,L,6-7,GF,5,1.0,0,0,0,0,0,RF
39 (14),May 14,MIL,,PIT,W,8-2,CG,42,9.0,1,0,0,1,0,CF
48 (8),May 23,MIL,,WSN,W,11-3,GF,6,1.0,0,0,0,0,0,PR LF
