1,155 (154),Sep 24,ATL,,CIN,L,7-8,6-7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,P
2,157 (1),Sep 26,ATL,,HOU,W,12-10,4-4,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,P
