1021,1,Apr 2,PHI,,COL,L,3-5,CG,4,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,.000,.750,.000,.750,4,1.03,0.130,0.92,LF
1022,2,Apr 3,PHI,,COL,W,3-1,GS-6,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.000,.714,.000,.714,4,.50,0.036,0.41,LF
1023,3,Apr 4,PHI,,COL,W,7-4,GS-6,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.000,.600,.000,.600,4,.65,-0.004,-0.03,LF
1024,4,Apr 5,PHI,,CIN,L,5-6,GS-10,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,.125,.533,.125,.658,3,1.98,-0.144,-0.49,LF
1025,5,Apr 6,PHI,,CIN,L,4-8,CG,5,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.167,.500,.167,.667,4,.94,-0.068,-0.58,LF
