34,151 (150),Sep 23,MLN,,PHI,L,5-6,9-GF,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,0.000,0.00,PR
35,153 (1),Sep 27,MLN,,CIN,W,6-1,4-GF,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,4,.04,0.000,0.15,RF
36,154,Sep 28,MLN,,CIN,L,0-4,4-9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,2,1.82,0.060,0.38,PR CF
