37,137 (136),Sep 7 (1),MLN,,PIT,W,5-1,8-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,4,,,,PR
38,139 (1),Sep 9,MLN,,STL,W,5-3,9-GF,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,4,,0.000,0.00,PR
39,140,Sep 10,MLN,,STL,W,7-4,7-8,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,0.000,0.00,PR
40,142 (1),Sep 12,MLN,,CIN,W,4-3,8-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,8,,,,PR
41,143,Sep 13,MLN,,CIN,L,2-3,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,8,,,,PR
42,145 (1),Sep 15,MLN,@,LAD,L,7-8,9-GF(10),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,2.07,-0.053,-0.79,LF
43,149 (3),Sep 20,MLN,@,PHI,W,8-5,9-GF,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,5,,0.000,0.00,PR LF
44,151 (1),Sep 22,MLN,@,PIT,W,5-3,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,,0,0,0,.200,.200,.200,.400,6,,,,CF
45,153 (1),Sep 25,MLN,,PHI,L,3-6,4-5,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.200,.200,.200,.400,9,,,,PR
46,155 (1),Sep 27,MLN,,PHI,W,5-2,7-8,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,.200,.200,.200,.400,9,1.59,0.088,0.77,PR
47,157 (1),Sep 29,MLN,@,LAD,L,5-6,7-11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.200,.333,.200,.533,5,.28,0.004,0.34,LF
