86 (85),Jul 11 (2),STL,,MLN,L,3-5,GF,6,1.0,0,0,0,0,0,LF
96 (9),Jul 20,STL,,HOU,W,8-1,GF,8,2.0,0,0,0,0,0,PH 2B
