3 (2),Apr 17,SLB,@,CHW,L,3-6,GF,0,4.2,0,0,1,1,0,
7 (3),Apr 22,SLB,@,DET,L,4-8,GS,0,7.0,0,2,0,2,0,
9 (1),Apr 24,SLB,,CHW,L,4-5,,0,4.0,1,1,0,2,0,
12 (2),Apr 27,SLB,,CLE,L,9-10,GS,0,0.2,1,0,0,1,0,
16 (3),May 3,SLB,,DET,W,6-5,GS,0,6.1,0,1,0,1,0,
20 (3),May 7,SLB,@,CLE,W,10-8,GF,0,7.0,0,1,0,1,0,
31 (10),May 27,SLB,@,DET,L,4-5,,0,0.2,0,0,0,0,0,
34 (2),May 29,SLB,@,DET,L,7-13,,0,0.2,0,0,0,0,0,
37 (2),May 31,SLB,,CHW,L,2-12,,0,2.2,0,1,0,1,0,
38,Jun 1,SLB,,CHW,L,4-7,,0,0.2,0,0,0,0,0,
39,Jun 3,SLB,,BOS,L,7-8,,0,4.0,0,1,0,1,0,
47 (7),Jun 11,SLB,,WSH,L,1-12,,0,1.1,0,0,0,0,0,
49 (1),Jun 14,SLB,,WSH,L,3-7,GF,0,2.0,0,0,0,0,0,
53 (3),Jun 19,SLB,,CHW,W,8-7,,0,2.0,0,1,0,1,0,
60 (6),Jun 27,SLB,@,CHW,L,3-9,,0,0.0,0,0,0,0,0,
73 (12),Jul 9 (2),SLB,@,BOS,L,0-5,GF,0,2.0,0,0,0,0,0,
76 (2),Jul 11 (2),SLB,@,BOS,L,6-7,GF,0,0.2,0,0,0,0,0,
79 (2),Jul 14 (1),SLB,@,NYY,L,3-7,GF,0,1.0,0,0,0,0,0,
81 (1),Jul 15,SLB,@,NYY,L,4-5,GF,0,1.0,0,0,0,0,0,
83 (1),Jul 17 (2),SLB,@,WSH,L,7-12,,0,0.1,0,0,0,0,0,
93 (9),Jul 28,SLB,,BOS,T,5-10,GF,0,1.0,0,0,0,0,0,
104 (10),Aug 7 (1),SLB,,PHA,L,3-7,GF,0,1.0,0,0,1,1,0,
