1,Apr 5,SEA,@,OAK,W,5-3,CG,35,9.0,1,1,0,2,0,LF
3 (1),Apr 7,SEA,@,OAK,L,5-6,CG,41,8.1,4,0,0,4,0,LF
4,Apr 8,SEA,@,OAK,L,2-6,CG,40,8.0,0,0,0,0,0,LF
5,Apr 9,SEA,@,TEX,L,2-6,CG,36,8.0,2,0,0,2,0,LF
6,Apr 10,SEA,@,TEX,W,4-3,CG,37,9.0,3,0,0,3,0,LF
8 (1),Apr 12,SEA,,OAK,L,0-4,CG,37,9.0,2,0,1,3,0,LF
9,Apr 13,SEA,,OAK,W,3-0,CG,32,9.0,3,0,0,3,0,LF
11 (1),Apr 16,SEA,,DET,W,11-3,GS,21,6.0,0,0,0,0,0,LF
12,Apr 17,SEA,,DET,W,4-2,CG,37,9.0,4,0,0,4,0,LF
14 (1),Apr 19,SEA,,BAL,W,8-2,CG,33,9.0,4,0,0,4,0,LF
15,Apr 20,SEA,,BAL,W,3-1,GS,5,1.0,0,0,0,0,0,LF
20 (4),Apr 26,SEA,@,KCR,L,1-3,CG,37,8.0,4,0,0,4,0,LF
21,Apr 27,SEA,@,KCR,W,3-2,CG,38,9.0,6,0,0,6,0,LF
22,Apr 28,SEA,@,KCR,W,6-5,CG,36,9.0,1,0,0,1,0,LF
23,Apr 30,SEA,,TEX,L,0-2,CG,42,12.0,4,0,0,4,0,LF
24,May 1,SEA,,TEX,L,3-6,CG,43,9.0,4,0,0,4,0,LF
26 (1),May 4,SEA,,TBR,L,2-5,GS,28,6.0,0,0,0,0,0,LF
40 (13),May 19,SEA,,TOR,L,2-3,CG,35,9.0,1,0,0,1,0,LF
41,May 20,SEA,,TOR,W,4-3,CG,33,9.0,3,0,0,3,0,LF
42,May 21,SEA,,SDP,W,15-8,GS,40,8.0,2,0,0,2,0,LF
43,May 22,SEA,,SDP,L,1-2,CG,38,9.0,3,0,0,3,0,LF
44,May 23,SEA,,SDP,L,1-8,CG,41,9.0,3,0,0,3,0,LF
47 (2),May 28,SEA,@,LAA,W,8-3,CG,35,9.0,1,0,0,1,0,LF
49 (1),May 30,SEA,@,LAA,L,7-9,CG,43,8.1,3,0,0,3,0,LF
50,May 31,SEA,,MIN,L,4-5,CG,35,9.0,3,0,0,3,0,LF
52 (1),Jun 2,SEA,,MIN,W,2-1,CG,36,10.0,2,0,0,2,0,LF
61 (8),Jun 11,SEA,@,SDP,L,3-4,CG,41,8.2,2,0,0,2,0,LF
62,Jun 12,SEA,@,SDP,L,1-7,CG,33,8.0,2,0,0,2,0,LF
63,Jun 13,SEA,@,SDP,W,4-2,CG,32,9.0,1,0,0,1,0,LF
64,Jun 14,SEA,@,STL,L,3-9,CG,41,8.0,4,0,0,4,0,LF
65,Jun 15,SEA,@,STL,L,2-4,CG,36,8.0,2,0,0,2,0,LF
66,Jun 16,SEA,@,STL,W,2-1,CG,33,9.0,2,0,0,2,0,LF
73 (6),Jun 25,SEA,@,MIL,L,3-8,CG,37,8.0,2,0,0,2,0,LF
74,Jun 26,SEA,@,MIL,W,5-4,GS,32,8.0,1,0,0,1,0,LF
75,Jun 27,SEA,@,MIL,L,0-3,GS,22,5.0,2,1,0,3,0,LF
79 (3),Jul 2,SEA,@,DET,L,1-7,GS,33,7.0,1,0,1,2,0,RF
93 (13),Jul 19,SEA,,CHW,L,1-6,CG,40,9.0,3,1,0,4,0,LF
94,Jul 20,SEA,,CHW,L,0-4,CG,36,9.0,1,0,0,1,0,LF
95,Jul 21,SEA,,CHW,W,2-1,GF,8,2.0,0,0,0,0,0,PH LF
96,Jul 22,SEA,,BOS,L,6-8,CG,54,13.0,2,0,0,2,0,LF
