1,152,Sep 27(2),CLE,,BOS,L,4-7,,,99,2.0,1,0,0,1,0,0,0,0.00,8,,,,,7,,,,,0,
2,154,Sep 29,CLE,,BOS,L,5-6,CG,L(0-1),1,9.0,13,6,6,1,2,0,0,4.91,41,38,,,,39,6,0,,,0,
