1,135,Sep 7,BAL,,KCR,L,4-7,8-GF,,99,1.1,2,0,0,1,0,0,0,0.00,7,17,11,3,2,4,2,0,0,0,,3,0,0,0,0,6,0,0,0,0,0,0,.15,0.013,1.23, 8t 123 2 out d4, 9t end d 4
2,159,Oct 3,BAL,@,NYY,L,6-9,3-5,,25,2.2,4,3,2,1,1,0,0,4.50,13,42,25,5,3,5,6,2,1,0,,0,0,0,0,0,11,2,0,0,0,1,1,.11,-0.015,-1.74, 3b --- 1 out d5, 5b 3 out d8
