242,64,Jun 13,LAA,,MIN,L,4-9,7-7,,99,1.0,2,3,1,1,0,1,0,9.00,8,30,19,5,3,5,2,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,2,.29,-0.082,-2.52,,, 7t --- 0 out d3, 7t 3 out d6
243,66,Jun 15,LAA,,MIN,W,10-2,9-GF,,1,1.0,0,0,0,1,1,0,0,4.50,4,18,9,2,3,1,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.000,0.48,,, 9t --- 0 out a8, 9t end a 8
