20,95 (94),Jul 24,CLE,,CHW,L,0-6,CG,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.333,.333,.333,.667,7,1.07,-0.015,0.04,3.00,0.50,1B
21,96,Jul 25,CLE,,CHW,L,3-10,CG,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,.286,.286,.286,.571,8,.28,0.003,0.19,5.00,1.25,DH
22,97,Jul 26,CLE,,CHW,L,1-2,GS-9,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.222,.300,.222,.522,6,1.29,-0.008,-0.02,2.00,0.50,1B
23,156 (58),Sep 30 (1),CLE,,MIN,L,1-7,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.231,.286,.231,.516,8,.54,-0.020,-0.04,3.00,0.25,1B
24,159 (2),Oct 2,CLE,,BOS,W,8-2,8-GF,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.286,.333,.357,.690,3,.01,0.001,0.42,5.00,2.00,PH
25,160,Oct 3,CLE,,BOS,W,2-0,8-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.267,.313,.333,.646,4,.25,-0.007,-0.25,0.00,-0.25,PH
26,161,Oct 4,CLE,,BOS,W,3-1,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.316,.350,.368,.718,6,.81,0.034,0.18,8.00,2.50,1B
