151 (150),Sep 16,CLE,@,OAK,W,8-4,,4,0.2,0,0,0,0,0,P
155 (3),Sep 21,CLE,@,MIN,L,3-7,,11,3.0,0,1,0,1,0,P
161 (5),Sep 28,CLE,,MIN,W,11-10,,4,0.1,0,0,0,0,0,P
