1,147 (146),Sep 12 (2),CAL,@,KCR,L,2-7,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,5,1.00,-0.072,-0.82,LF
2,148,Sep 13,CAL,@,KCR,W,6-2,CG,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.167,.286,.333,.619,6,.76,0.002,0.20,RF
3,149,Sep 14,CAL,@,KCR,L,4-10,CG,4,3,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.333,.455,.556,1.010,7,.22,0.037,1.26,RF
4,152 (2),Sep 17,CAL,@,TEX,W,3-2,GS-9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.357,.417,.774,7,1.35,-0.102,-0.75,DH
5,153,Sep 18,CAL,@,TEX,W,5-3,CG,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.250,.368,.375,.743,7,1.13,-0.146,-1.09,DH
6,155 (1),Sep 20,CAL,,MIN,L,2-3,8-GF,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.294,.400,.471,.871,9,1.24,0.098,1.16,PH 3B
7,156,Sep 21,CAL,,MIN,W,5-2,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.278,.381,.444,.825,4,.09,-0.002,-0.09,PH
8,157,Sep 22,CAL,,CHW,W,3-0,GS-16,6,5,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,.261,.370,.435,.805,7,1.95,-0.096,-0.45,DH
9,158,Sep 23,CAL,,CHW,L,4-5,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.222,.323,.370,.693,7,2.19,-0.175,-1.00,DH
10,160 (1),Sep 27,CAL,@,OAK,L,3-6,GS-8,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.207,.324,.345,.668,7,1.22,-0.010,-0.06,DH
11,161,Sep 28,CAL,@,OAK,L,0-5,GS-8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.200,.333,.333,.667,7,.65,-0.012,-0.10,DH
