148 (147),Sep 13,BOS,,MIN,W,3-0,CG,31,9.0,2,2,0,4,2,SS
149,Sep 14,BOS,,MIN,L,3-7,CG,40,9.0,2,3,1,6,0,SS
150,Sep 15,BOS,,MIN,L,2-3,CG,41,9.0,0,2,0,2,1,SS
151,Sep 16,BOS,,BAL,L,1-8,CG,45,9.0,1,2,0,3,1,SS
152,Sep 17,BOS,,BAL,W,2-0,CG,36,9.0,2,0,0,2,0,SS
153,Sep 18,BOS,,BAL,W,4-0,CG,33,9.0,2,6,0,8,1,SS
154,Sep 20,BOS,@,NYY,W,4-3,CG,37,9.0,0,1,0,1,0,SS
155,Sep 21,BOS,@,NYY,W,2-0,CG,29,9.0,1,2,0,3,0,SS
156,Sep 22,BOS,@,NYY,W,5-1,CG,32,9.0,3,3,0,6,1,SS
157,Sep 23,BOS,@,WSA,L,5-6,CG,59,13.1,1,4,0,5,0,SS
158,Sep 24,BOS,@,WSA,L,2-10,CG,42,8.0,0,1,0,1,0,SS
