141 (140),Sep 7,CHW,,MIN,W,11-10,,2,0.2,0,1,0,1,0,P
144 (2),Sep 10,CHW,,CLE,L,2-6,GF,5,1.0,0,0,0,0,0,P
145,Sep 11,CHW,,CLE,L,3-8,,12,2.2,0,0,0,0,0,P
159 (13),Sep 27,CHW,,KCR,W,10-0,GS,22,6.0,0,0,0,0,0,P
