2 (1),Apr 10,CLE,@,DET,L,1-8,GF,14,2.0,1,0,0,1,0,C
5 (2),Apr 14,CLE,,NYY,L,1-2,CG,34,9.0,2,0,0,2,0,C
7 (1),Apr 17,CLE,,BAL,L,3-6,GF,14,2.0,1,0,0,1,0,PR C
9 (1),Apr 19,CLE,@,NYY,W,2-1,CG,36,9.0,1,1,0,2,0,C
14 (4),Apr 24,CLE,,DET,W,7-6,CG,42,9.0,4,2,0,6,0,C
17 (2),Apr 27,CLE,@,BAL,W,10-4,CG,38,9.0,2,0,0,2,0,C
19 (1),Apr 29,CLE,@,KCR,L,2-3,CG,32,8.0,1,1,1,3,0,C
23 (3),May 4,CLE,,TEX,W,3-1,CG,38,9.0,2,0,0,2,0,C
25 (1),May 7,CLE,,CHW,L,4-7,GF,4,1.0,0,0,0,0,0,C
26,May 8,CLE,,CHW,L,0-4,CG,37,9.0,6,3,1,10,0,C
27,May 10,CLE,@,TEX,L,2-5,CG,36,8.0,2,0,0,2,0,C
28,May 11,CLE,@,TEX,W,4-1,CG,38,9.0,6,0,0,6,0,C
29,May 12,CLE,@,TEX,W,6-0,CG,34,9.0,2,1,0,3,0,C
30,May 13,CLE,@,CHW,L,0-8,CG,41,8.0,4,0,0,4,0,C
31,May 14,CLE,@,CHW,L,1-2,CG,31,8.0,5,0,0,5,0,C
33 (1),May 16,CLE,,KCR,L,1-7,CG,44,9.0,4,0,0,4,0,C
35 (1),May 18,CLE,,BOS,W,4-1,CG,38,9.0,3,0,0,3,0,C
39 (3),May 23,CLE,,TOR,L,5-6,GS,27,6.0,1,0,0,1,0,C
40,May 24,CLE,,TOR,L,6-7,GF,3,1.0,0,0,0,0,0,C
42 (1),May 26,CLE,,TOR,L,5-6,CG,41,9.0,1,2,1,4,1,C
43,May 27,CLE,@,MIL,W,8-0,CG,30,9.0,11,0,0,11,0,C
44,May 28,CLE,@,MIL,L,2-3,CG,34,8.0,5,0,0,5,0,C
45,May 29,CLE,@,MIL,L,2-7,CG,38,8.0,6,2,0,8,0,C
48 (2),Jun 2 (1),CLE,@,TOR,W,5-4,GS,29,7.0,3,0,1,4,0,C
53 (4),Jun 7,CLE,,SEA,L,4-6,GS,23,5.0,1,1,0,2,0,C
58 (4),Jun 15,CLE,,OAK,L,6-8,GS,24,4.0,1,0,0,1,0,C
