1,2,Apr 13,NYM,,PIT,L,3-4,8-GF,,99,2.0,0,1,1,4,2,0,0,4.50,10,4,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.97,-0.051,0.02, 8t --- 0 out d1, 9t end d 1
2,6,Apr 18,NYM,,STL,L,5-15,5-5,,4,1.0,2,2,2,0,0,1,0,9.00,5,3,0,0,0,2,,0,0,0,0,0,5,0,0,0,0,0,0,.07,-0.022,-1.49, 5t --- 0 out d6, 5t 3 out d8
3,11,Apr 24,NYM,@,CIN,L,3-7,2-2,,5,1.0,2,1,1,1,1,0,0,9.00,6,0,2,0,0,2,,0,0,0,0,0,5,1,0,0,0,0,0,.38,-0.028,-0.48, 2b --- 0 out d4, 2b 3 out d5
4,53,Jun 10(2),NYM,@,CHC,L,4-5,GS-6,,46,5.1,6,1,1,2,5,0,0,4.82,23,6,10,5,2,0,55,,,0,0,0,21,2,0,0,0,0,0,1.36,0.086,1.20, 1b start tie, 6b 12- 1 out a1
5,58,Jun 16,NYM,,CHC,L,3-6,5-7,,5,2.1,2,1,1,2,2,0,1,4.63,11,3,3,1,0,0,,3,2,0,0,1,7,0,0,0,0,1,0,.91,-0.181,-1.21, 5t 123 2 out d1, 7t 3 out d3
6,63,Jun 20(1),NYM,,MLN,L,4-9,GS-3,L(0-1),3,3.0,6,5,5,2,1,1,1,6.75,16,4,5,3,0,3,26,,,0,0,0,12,0,0,0,2,0,0,1.33,-0.352,-3.48, 1t start tie, 3t 3 out d4
7,68,Jun 25,NYM,@,PIT,L,3-13,1-6,,4,5.2,10,7,7,2,1,0,0,7.97,29,9,9,3,1,8,,1,1,1,0,0,25,2,1,0,0,2,0,.22,-0.053,-4.93, 1b 1-- 1 out d5, 6b 3 out d11
8,73,Jun 30,NYM,@,LAD,L,0-5,1-GF(8),,4,7.1,6,1,1,5,7,1,0,6.18,31,6,11,1,0,2,,2,0,2,1,0,26,0,0,0,1,0,0,.25,0.075,2.79, 1b 1-3 2 out d4, 8b end d 5
9,78,Jul 4(2),NYM,@,SFG,L,3-10,7-8,,3,1.2,4,5,1,3,1,0,0,6.14,14,2,4,0,0,4,,0,0,0,0,0,10,0,0,0,0,1,2,.16,-0.033,-4.44, 7b --- 0 out d3, 8b 12- 2 out d8
10,80,Jul 7(1),NYM,,STL,W,5-4,8-GF,W(1-1),2,2.0,2,1,1,1,4,1,0,6.03,9,1,1,0,1,2,,0,0,0,0,0,8,0,0,0,0,0,0,1.49,-0.190,0.02, 8t --- 0 out tie, 9t end d 1
11,85,Jul 14,NYM,,LAD,L,3-17,2-2,,6,0.0,1,3,3,2,0,0,0,6.89,3,0,1,1,0,0,,2,2,0,0,0,1,0,0,0,0,0,0,.89,-0.080,-2.35, 2t -23 0 out d3, 2t 123 0 out d5
12,87,Jul 15(2),NYM,,SFG,L,8-9,3-3,,0,1.0,2,1,1,1,0,0,0,6.96,6,0,3,0,0,2,,0,0,1,0,0,5,0,0,0,0,0,0,.63,-0.042,-0.49, 3t --- 0 out d3, 3t 3 out d4
13,89,Jul 19(1),NYM,,PIT,L,1-5,9-GF,,3,1.0,1,0,0,0,0,0,0,6.75,4,3,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.07,0.004,0.51, 9t --- 0 out d4, 9t end d 4
14,95,Jul 24,NYM,@,MLN,L,4-5,6-8,H(1),4,2.2,3,1,1,2,1,0,0,6.50,11,4,1,0,0,3,,1,0,0,0,0,9,0,0,0,2,0,0,2.36,0.013,0.08, 6b 1-- 0 out a2, 8b 123 2 out a1
15,99,Jul 27(2),NYM,@,STL,L,5-6,6-GF(8),BL(1-2),2,3.0,3,3,3,1,4,1,0,6.69,13,2,3,0,1,3,,2,0,0,0,0,12,1,0,0,0,0,0,2.08,-0.289,-0.31, 6b 12- 0 out a1, 8b end d 1
16,101,Jul 29(1),NYM,@,STL,L,5-6,7-GF(8),L(1-3),1,2.0,2,3,3,2,1,0,0,7.02,9,3,1,1,0,2,,0,0,0,1,0,7,1,0,1,0,0,0,2.12,-0.300,-1.88, 7b --- 0 out d1, 8b end d 3
17,103,Aug 1,NYM,,PHI,L,9-11,4-4,,2,1.0,3,2,2,0,2,0,0,7.29,6,2,0,0,0,2,,2,2,1,0,0,6,0,0,0,0,0,0,.96,-0.196,-2.50, 4t 12- 0 out d1, 4t 3 out d5
18,104,Aug 2,NYM,,PHI,L,4-9,9-GF,,0,1.0,1,0,0,0,1,0,0,7.12,3,0,1,1,0,1,,0,0,0,0,0,3,0,0,0,0,0,0,.02,0.001,0.51, 9t --- 0 out d6, 9t end d 6
19,105,Aug 3,NYM,,CIN,L,6-8,5-7,,0,3.0,2,2,2,2,1,0,0,7.04,12,3,4,0,2,2,,0,0,0,0,0,10,0,0,0,1,0,0,.39,-0.024,-0.48, 5t --- 0 out d4, 7t 3 out d5
20,109,Aug 5(2),NYM,,CIN,L,3-6,8-8,,1,1.0,2,1,1,1,0,1,0,7.09,6,0,3,0,0,2,,0,0,0,0,0,5,0,0,0,0,0,0,.63,-0.089,-0.49, 8t --- 0 out d1, 8t 3 out d2
21,111,Aug 7,NYM,@,LAD,L,5-7,7-GF(8),,1,2.0,2,1,1,1,1,0,0,6.98,9,1,6,3,0,0,,0,0,1,0,0,8,0,0,0,0,0,0,.55,-0.018,-0.06, 7b --- 0 out d1, 8b end d 2
