74 (73),Jun 28,OAK,,KCR,W,4-3,GS,31,7.0,2,0,0,2,0,1B
75,Jun 29,OAK,,KCR,W,11-6,GS,35,7.0,6,0,1,7,1,1B
78 (2),Jul 2,OAK,,TEX,L,3-13,CG,50,9.0,11,0,1,12,3,1B
