1,121,Sep 3,PHA,,BOS,L,2-10,,,99,5.0,6,1,1,2,1,0,2,1.80,24,,,,,20,,,,,0,
2,125,Sep 7(1),PHA,,WSH,W,6-5,GS-,,3,4.2,4,2,0,8,0,0,1,0.93,27,44,,,,18,,,,,0,
3,132,Sep 11(2),PHA,,SLB,L,4-9,,,3,4.0,3,2,2,4,3,0,0,1.98,18,,,,,14,,,,,0,
4,134,Sep 14,PHA,,SLB,L,4-12,,,2,4.0,6,5,4,3,0,1,0,3.57,19,,,,,16,,,,,0,
