1,146 (145),Sep 26,PHA,@,BOS,L,4-10,GS-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,,,,,9,P
2,149 (2),Sep 30,PHA,@,WSH,L,0-3,CG,3,3,0,0,0,0,0,0,0,,2,0,0,,,,0,,.000,.000,.000,.000,9,P
