70 (69),Jun 23,LAD,,ATL,L,5-6,GF,9,2.0,0,0,0,0,0,CF
72 (1),Jun 25,LAD,,ATL,L,2-3,GF,9,2.0,1,0,0,1,0,CF
81 (8),Jul 6,LAD,,PIT,W,4-3,GF,10,3.0,0,0,0,0,0,RF
82,Jul 7,LAD,,STL,W,1-0,CG,32,9.0,4,0,0,4,0,RF
