1,Apr 14,STL,@,CHC,L,2-7,GS,0, ,0,3,2,5,0,
2,Apr 15,STL,@,CHC,W,4-2,CG,0,9.0,2,0,0,2,0,
3,Apr 16,STL,@,CHC,L,2-4,CG,0,8.0,2,2,0,4,1,
4,Apr 17,STL,@,CHC,W,7-4,GS,0, ,2,1,0,3,1,
5,Apr 18,STL,@,CIN,L,2-6,CG,0,8.0,1,3,0,4,0,
6,Apr 19,STL,@,CIN,L,1-4,CG,0,8.0,1,2,0,3,1,
7,Apr 20,STL,@,CIN,L,0-2,CG,0,8.0,0,5,0,5,1,
8,Apr 21,STL,@,CIN,L,0-1,CG,0,4.1,0,2,0,2,0,
9,Apr 22,STL,,CHC,W,9-5,CG,0,9.0,2,4,0,6,0,
10,Apr 23,STL,,CHC,L,4-8,CG,0,9.0,3,1,0,4,1,
