182,1,Apr 8,MIN,@,TEX,W,11-4,GS-7,W(1-0),99,6.1,6,4,4,4,8,0,0,5.68,28,4,6,1,2,6,49,,,3,0,0,24,0,0,0,0,0,0,.66,0.008,-0.56, 1b start a 3, 7b 12- 1 out a4
183,5,Apr 12,MIN,@,KCR,L,1-2,GS-7,,3,7.0,7,1,0,1,1,0,0,2.70,29,5,15,5,3,7,61,,,1,1,0,28,2,0,0,0,0,1,1.43,0.337,2.45, 1b start a 1, 7b 3 out tie
184,8,Apr 16,MIN,,CAL,W,10-4,CG,W(2-0),3,9.0,10,4,4,6,5,0,0,3.22,43,13,11,2,3,8,50,,,1,0,0,37,1,1,0,0,0,0,.72,0.120,0.40, 1t start tie, 9t 3 out a6
185,11,Apr 20(1),MIN,@,OAK,L,1-4,CG(8),L(2-1),3,8.0,4,4,2,3,12,0,0,2.97,31,6,6,1,2,4,71,,,2,0,0,28,0,0,0,0,0,0,.58,-0.119,-0.25, 1b start tie, 8b 3 out d4
186,15,Apr 24,MIN,,CHW,L,3-4,GS-9,,3,8.0,7,3,3,2,7,1,1,3.05,33,7,9,1,2,7,61,,,1,0,0,30,0,1,0,1,0,0,1.38,0.282,1.53, 1t start tie, 9t 1-- 0 out a1
187,18,May 3,MIN,,KCR,W,14-5,CG,W(3-1),8,9.0,6,5,4,2,8,3,0,3.23,34,11,7,1,2,6,63,,,0,0,0,32,0,0,0,0,0,0,.47,0.129,-0.60, 1t start tie, 9t 3 out a9
188,21,May 7,MIN,@,CHW,L,2-3,GS-9,,3,8.0,5,1,1,4,7,0,0,2.93,32,7,9,2,2,5,71,,,0,0,0,28,0,1,0,1,0,0,1.25,0.451,3.53, 1b start a 1, 9b 1-- 0 out a2
189,24,May 11(1),MIN,@,BAL,W,6-4,CG,W(4-1),3,9.0,6,4,4,2,8,1,0,3.08,33,10,8,1,3,5,65,,,0,0,0,31,1,0,0,2,0,0,1.07,0.264,0.05, 1b start tie, 9b 3 out a2
190,28,May 15,MIN,,CLE,W,7-6,GS-6,,3,5.0,4,4,3,1,7,1,0,3.25,21,6,3,0,2,4,51,,,1,0,0,20,1,0,0,0,0,1,1.01,-0.027,-0.94, 1t start tie, 6t 1-- 0 out a3
191,35,May 23,MIN,@,MIL,W,2-1,CG,W(5-1),7,9.0,4,1,1,3,7,0,0,2.99,30,11,5,1,3,4,79,,,1,2,0,27,1,0,0,1,0,0,1.26,0.419,3.31, 1b start tie, 9b 3 out a1
192,39,May 27,MIN,@,DET,W,6-5,GS-5,,3,4.1,7,5,5,3,3,1,0,3.38,22,3,6,2,1,7,29,,,0,0,0,18,3,0,0,0,1,0,.62,-0.231,-3.44, 1b start tie, 5b 12- 1 out d5
193,42,May 31,MIN,,BOS,L,8-12,GS-5,,3,4.2,9,6,6,0,4,0,0,3.81,23,5,5,1,0,9,26,,,0,0,0,22,3,0,0,0,1,0,1.10,-0.217,-3.05, 1t start tie, 5t 1-3 2 out a2
194,45,Jun 4,MIN,,NYY,L,3-6,GS-6,L(5-2),3,6.0,9,5,2,4,8,1,0,3.76,31,6,5,2,0,8,44,,,3,0,0,26,1,0,0,0,0,2,1.11,-0.170,-2.07, 1t start tie, 6t 3 out d5
195,68,Jun 27(1),MIN,@,TEX,L,0-2,CG(8),L(5-3),22,8.0,3,2,2,3,10,2,0,3.64,30,10,4,0,1,3,75,,,0,1,0,27,0,0,0,0,0,1,.61,0.096,1.79, 1b start tie, 8b 3 out d2
196,75,Jul 2,MIN,,CAL,W,9-4,GS-8,W(6-3),4,7.2,10,4,4,2,3,0,0,3.72,36,11,11,4,0,9,44,,,2,0,0,33,2,0,0,0,1,1,.96,0.082,-0.68, 1t start tie, 8t -23 2 out a2
197,80,Jul 6(1),MIN,,TEX,L,2-4,CG,L(6-4),3,9.0,7,4,3,4,6,1,0,3.66,36,12,7,0,1,7,61,,,0,2,0,32,2,0,0,1,0,1,.88,-0.074,0.40, 1t start tie, 9t 3 out d2
198,86,Jul 11(1),MIN,@,NYY,W,11-1,CG,W(7-4),4,9.0,6,1,1,0,6,0,0,3.47,31,11,8,0,3,6,77,,,0,0,0,31,1,0,0,2,0,0,.30,0.074,3.27, 1b start a 2, 9b 3 out a10
199,89,Jul 17,MIN,@,BAL,L,3-6,GS-10,,5,10.0,8,3,3,5,7,1,0,3.42,42,11,11,1,4,8,66,,,1,0,0,35,0,0,0,2,1,1,1.77,0.076,1.50, 1b start tie,10b 3 out tie
200,94,Jul 21,MIN,,NYY,W,3-0,SHO,W(8-4),3,9.0,4,0,0,1,5,0,0,3.21,32,14,8,1,3,4,83,,,0,2,0,29,0,0,1,0,0,2,1.18,0.533,4.40, 1t start tie, 9t 3 out a3
201,98,Jul 25,MIN,@,CAL,W,12-1,CG,W(9-4),3,9.0,5,1,1,2,11,0,1,3.08,35,9,7,1,1,5,82,,,0,0,0,32,0,0,0,0,0,0,.08,0.050,2.97, 1b start a 3, 9b 3 out a11
202,103,Jul 29,MIN,,KCR,L,2-5,GS-8,L(9-5),3,7.1,7,5,5,5,6,1,0,3.22,32,9,5,1,1,7,45,,,0,1,0,24,2,0,1,1,1,0,.75,-0.237,-2.48, 1t start tie, 8t -23 1 out d3
203,107,Aug 2(1),MIN,,CHW,W,4-1,CG,W(10-5),3,9.0,5,1,0,5,7,0,0,3.05,39,13,9,2,2,5,77,,,1,0,0,33,1,0,0,0,0,2,1.71,0.446,3.40, 1t start tie, 9t 3 out a3
204,113,Aug 6,MIN,@,KCR,L,3-4,CG(8),L(10-6),3,8.0,5,4,4,4,4,1,1,3.11,32,12,6,1,1,5,56,,,1,0,0,26,1,0,0,2,0,0,.90,-0.123,-0.05, 1b start a 1, 8b 3 out d1
205,117,Aug 10,MIN,@,DET,W,4-0,SHO,W(11-6),3,9.0,4,0,0,1,6,0,0,2.96,29,11,7,1,3,4,84,,,0,1,0,28,0,0,0,2,0,0,.96,0.539,4.44, 1b start tie, 9b 3 out a4
