91 (90),Jul 24,CHW,@,NYY,W,7-2,,26,6.0,2,0,0,2,0,RF
92,Jul 25,CHW,@,NYY,W,6-2,CG,32,9.0,1,0,0,1,0,RF
93,Jul 26 (1),CHW,@,BAL,L,2-5,CG,33,8.0,2,0,0,2,0,RF
94,Jul 26 (2),CHW,@,BAL,W,1-0,GF,5,1.0,0,0,0,0,0,RF
96 (1),Jul 28,CHW,@,BAL,W,4-3,GF,10,3.0,0,0,0,0,0,RF
97,Jul 29,CHW,@,BAL,W,5-0,CG,30,9.0,2,1,0,3,0,RF
98,Jul 30,CHW,@,WSH,W,7-1,CG,31,9.0,3,0,0,3,0,RF
99,Jul 31,CHW,@,WSH,W,6-5,CG,44,9.0,1,0,0,1,0,RF
110 (10),Aug 11 (2),CHW,,DET,W,11-2,GF,12,3.0,0,0,0,0,0,CF
117 (6),Aug 18 (2),CHW,@,DET,W,4-1,CG,36,9.0,4,1,0,5,0,RF
118,Aug 20 (1),CHW,,WSH,L,4-5,CG,38,9.0,0,0,0,0,0,RF
120 (1),Aug 21,CHW,,WSH,W,12-6,GF,11,3.0,3,0,0,3,0,PR CF
125 (4),Aug 27,CHW,,NYY,L,6-12,GF,18,3.0,0,0,0,0,0,PH RF
127 (1),Aug 29,CHW,,NYY,L,1-2,GF,5,1.0,0,0,0,0,0,PR RF
138 (10),Sep 11,CHW,@,BOS,W,4-1,GF,4,1.0,0,0,0,0,0,CF
139,Sep 12,CHW,@,BOS,W,7-1,GF,14,3.0,1,1,1,3,0,RF
144 (4),Sep 18,CHW,@,BAL,W,7-5,GF,4,1.0,0,0,0,0,0,RF
145,Sep 19,CHW,@,WSH,W,7-3,CG,52,13.0,2,0,0,2,0,RF
146,Sep 20,CHW,@,CLE,L,2-3,CG,38,8.2,4,0,0,4,0,RF
147,Sep 21,CHW,@,CLE,W,7-6,CG,35,9.0,3,0,0,3,0,RF
148,Sep 22,CHW,@,CLE,W,9-5,CG,38,9.0,0,0,0,0,0,RF
149,Sep 23,CHW,@,KCA,L,5-6,CG,37,8.0,1,1,0,2,0,RF
150,Sep 24,CHW,@,KCA,W,7-6,CG,39,9.0,1,0,0,1,0,RF
151,Sep 25,CHW,,DET,L,0-5,CG,41,9.0,0,0,0,0,0,RF
152,Sep 26,CHW,,DET,L,2-3,GS,28,7.0,0,1,0,1,0,RF
153,Sep 27,CHW,,CLE,W,2-1,CG,32,9.0,3,0,0,3,0,RF
154,Sep 28,CHW,,CLE,L,1-4,CG,36,9.0,1,0,0,1,0,RF
155,Sep 29,CHW,,CLE,L,3-5,CG,43,9.0,3,0,0,3,0,RF
