339,95,Jul 21(2),CHC,@,PIT,L,5-6,9-9,,4,0.2,0,0,0,1,0,0,0,2.81,3,2,0,0,0,0,,2,0,0,0,0,2,0,0,1,0,0,0,5.55,0.335,1.32, 9b -23 1 out tie, 9b 3 out tie
340,98,Jul 25,CHC,,CIN,L,2-3,GS-9,L(9-7),3,8.1,7,3,3,3,6,0,0,2.83,32,7,16,8,3,0,60,,,0,1,0,29,0,0,0,0,0,0,1.01,0.000,0.91, 1t start tie, 9t 1-3 1 out tie
341,103,Jul 30,CHC,@,MLN,L,2-9,GS-3,L(9-8),4,2.0,6,4,4,1,0,2,0,3.02,11,3,5,3,2,2,27,,,0,2,0,10,1,0,0,0,0,0,.81,-0.275,-3.16, 1b start tie, 3b --- 0 out d4
342,107,Aug 3,CHC,,SFG,L,5-9,GS-5,L(9-9),3,4.0,5,4,4,3,2,1,0,3.16,20,4,6,0,0,5,35,,,0,0,0,17,1,1,0,0,0,0,.83,-0.198,-1.57, 1t start tie, 5t 1-- 0 out d2
343,111,Aug 8,CHC,,LAD,W,5-4,GS-5,,4,4.2,3,3,3,0,3,2,0,3.23,17,5,7,4,0,2,49,,,0,0,0,17,1,0,0,0,0,0,.67,-0.114,-0.84, 1t start tie, 5t --- 2 out tie
344,115,Aug 11(2),CHC,@,NYM,L,4-11,GS-2,L(9-10),2,1.2,5,5,5,2,2,1,0,3.46,12,5,2,2,0,1,25,,,0,0,0,10,1,1,0,0,0,0,.74,-0.306,-3.48, 1b start tie, 2b --3 2 out d4
345,118,Aug 15,CHC,@,PHI,L,3-4,GS-7,L(9-11),3,6.2,8,4,0,2,2,0,0,3.33,28,9,11,2,1,4,50,,,0,0,0,26,1,1,0,2,0,1,1.23,-0.214,-0.39, 1b start a 3, 7b --3 2 out tie
346,124,Aug 20,CHC,,PIT,L,3-5,GS-7,L(9-12),4,6.1,5,5,5,2,1,3,0,3.46,26,7,12,2,1,4,42,,,0,0,0,24,1,0,0,0,0,0,.56,-0.213,-2.49, 1t start tie, 7t -2- 1 out d4
347,131,Aug 28,CHC,,PHI,L,7-8,3-4,,7,2.0,4,2,2,0,0,0,0,3.52,9,4,3,1,2,2,,0,0,0,0,0,9,0,1,0,1,0,0,.70,-0.140,-1.10, 3t --- 0 out d1, 4t 3 out d3
348,135,Sep 1,CHC,,HOU,W,4-3,GS-8,,3,7.0,6,3,2,4,2,1,0,3.48,28,15,6,4,0,1,53,,,1,0,0,24,0,0,0,3,0,0,1.09,0.019,0.78, 1t start tie, 8t 1-- 0 out a1
349,140,Sep 5,CHC,@,LAD,L,0-4,GS-4,L(9-13),3,4.0,8,3,3,2,0,1,0,3.55,22,8,11,7,0,1,32,,,0,0,0,20,1,0,0,0,0,0,.86,-0.183,-1.44, 1b start tie, 4b 3 out d3
350,145,Sep 10,CHC,@,STL,L,0-8,4-5,,4,2.0,3,1,1,0,1,0,0,3.56,8,2,2,1,0,3,,0,0,0,0,0,8,1,0,0,0,0,0,.07,-0.001,-0.07, 4b --- 0 out d7, 5b 3 out d8
351,152,Sep 17(1),CHC,@,PIT,W,3-1,GS-8,W(10-13),6,7.2,7,1,1,2,5,0,0,3.47,29,15,7,4,1,0,64,,,1,1,0,27,0,1,0,1,0,0,1.18,0.335,2.00, 1b start tie, 8b 12- 2 out a2
352,157,Sep 22,CHC,,MLN,W,7-3,CG,W(11-13),4,9.0,9,3,2,1,6,0,0,3.41,35,13,15,5,3,0,64,,,1,1,0,33,0,0,0,1,1,0,.50,0.106,1.05, 1t start tie, 9t 3 out a4
353,162,Sep 29,CHC,@,MLN,L,0-2,GS-7,L(11-14),6,7.0,7,2,2,0,2,1,0,3.38,28,11,14,7,3,1,57,,,1,0,0,28,0,0,0,1,0,1,.61,-0.015,0.94, 1b start tie, 7b 3 out d2
