5 (4),Apr 14,TEX,,MIL,L,1-8,,11,2.0,0,0,0,0,0,P
13 (7),Apr 23,TEX,,BAL,L,1-11,,6,1.0,0,0,0,0,0,P
16 (2),Apr 27,TEX,,TOR,L,8-9,,13,3.0,0,1,0,1,0,P
24 (7),May 7,TEX,,DET,L,1-10,,6,1.0,0,1,0,1,0,P
