28 (27),May 22,NYY,@,SLB,W,2-1,CG,0,9.0,1,0,0,1,0,
29,May 23,NYY,@,CHW,L,3-7,CG,0,8.0,2,1,0,3,1,
30,May 24,NYY,@,CHW,L,1-2,CG,0,8.0,0,0,0,0,0,
31,May 27,NYY,@,CHW,T,2-2,CG,0,10.0,1,1,0,2,0,
32,May 29,NYY,@,WSH,W,4-2,GS,0, ,0,0,0,0,0,
40 (7),Jun 10,NYY,,DET,L,1-2,CG,0,9.0,2,0,0,2,0,
41,Jun 11,NYY,,CHW,L,0-1,CG,0,9.0,2,0,0,2,0,
42,Jun 12,NYY,,CHW,L,3-5,CG,0,9.0,1,0,0,1,0,
43,Jun 14,NYY,,CHW,W,7-5,CG,0,9.0,1,1,0,2,1,
44,Jun 15,NYY,,CHW,L,3-7,CG,0,9.0,0,0,0,0,0,
45,Jun 16,NYY,,CLE,L,3-4,CG,0,9.0,4,0,0,4,0,
46,Jun 17,NYY,,CLE,L,2-3,CG,0,9.0,3,0,0,3,0,
47,Jun 18,NYY,,CLE,L,4-10,CG,0,9.0,0,0,0,0,0,
48,Jun 19 (1),NYY,,WSH,L,4-7,CG,0,9.0,0,0,1,1,0,
49,Jun 19 (2),NYY,,WSH,W,6-3,CG,0,9.0,0,1,0,1,0,
50,Jun 21 (1),NYY,,WSH,L,4-6,CG,0,9.0,1,0,0,1,0,
51,Jun 21 (2),NYY,,WSH,W,3-2,CG,0,9.0,2,0,0,2,0,
52,Jun 22,NYY,@,BOS,L,6-9,CG,0,8.0,1,1,1,3,0,
53,Jun 23,NYY,@,BOS,L,5-14,CG,0,8.0,2,1,0,3,0,
54,Jun 24,NYY,@,PHA,L,3-5,CG,0,8.0,2,0,0,2,0,
55,Jun 25,NYY,@,PHA,W,12-2,CG,0,9.0,1,2,0,3,1,
56,Jun 26 (1),NYY,@,PHA,L,0-3,CG,0,8.0,2,0,0,2,1,
57,Jun 26 (2),NYY,@,PHA,L,1-4,CG,0,8.0,0,0,1,1,0,
58,Jun 28,NYY,@,PHA,W,2-1,CG,0,9.0,0,0,0,0,0,
59,Jun 29 (1),NYY,,WSH,L,1-3,CG,0,9.0,1,0,0,1,0,
60,Jun 29 (2),NYY,,WSH,W,11-3,CG,0,9.0,1,0,0,1,0,
61,Jun 30,NYY,,WSH,W,4-2,CG,0,9.0,1,0,0,1,0,
62,Jul 1,NYY,,WSH,W,2-1,CG,0,10.0,4,0,0,4,0,
63,Jul 2,NYY,,WSH,W,3-0,CG,0,9.0,0,0,0,0,0,
64,Jul 3 (1),NYY,,PHA,L,2-5,CG,0,9.0,1,0,0,1,0,
65,Jul 3 (2),NYY,,PHA,L,0-7,CG,0,9.0,3,0,1,4,0,
66,Jul 5 (1),NYY,,PHA,L,2-7,CG,0,9.0,2,0,1,3,0,
67,Jul 5 (2),NYY,,PHA,L,3-4,CG,0,9.0,2,0,0,2,0,
68,Jul 6,NYY,,PHA,L,2-3,CG,0,9.0,1,1,0,2,1,
69,Jul 7,NYY,,BOS,L,6-9,CG,0,9.0,1,0,0,1,0,
