89,1,Apr 6,MIA,,ATL,L,1-2,GS-7,L(0-1),99,7.0,6,2,2,0,2,0,0,2.57,28,81,56,17,4,17,9,6,0,0,59,,,1,0,0,27,1,0,0,0,0,0,1.05,0.066,1.12,8.55,7.00, 1t start tie, 7t 3 out d1
90,6,Apr 12,MIA,,TBR,L,5-8,GS-5,L(0-2),5,5.0,7,4,4,1,3,1,0,4.50,22,83,49,12,5,12,6,4,0,0,39,,,0,0,0,20,2,0,0,0,0,0,1.13,-0.264,-1.78,0.85,4.00, 1t start tie, 5t 3 out d3
91,38,May 17,MIA,,ATL,L,0-6,GS-6,L(0-3),34,5.1,9,6,6,2,2,0,0,6.23,27,85,56,14,5,12,11,6,1,0,26,,,1,0,0,23,2,0,0,0,1,0,.59,-0.339,-3.96,-6.80,1.33, 1t start tie, 6t -2- 1 out d6
92,43,May 22,MIA,,BAL,L,5-8,GS-6,L(0-4),4,5.0,6,6,4,4,2,0,0,6.45,25,85,47,12,3,11,8,5,1,0,33,,,0,0,0,20,1,0,1,1,0,0,1.46,-0.372,-2.59,0.05,3.00, 1t start tie, 6t 123 0 out tie
