42 (41),May 21,SFG,,OAK,W,3-2,GF,6,1.2,0,0,0,0,0,2B
43,May 22,SFG,,OAK,W,3-1,CG,34,9.0,0,6,0,6,3,2B
47 (3),May 27,SFG,,SDP,L,3-9,GF,4,1.0,0,0,0,0,0,SS
