1,Apr 7,MIN,@,CHW,W,12-0,CG,36,9.0,1,2,0,3,1,2B
2,Apr 9,MIN,@,CHW,W,6-4,GS,15,3.0,3,1,0,4,0,2B
3,Apr 11,MIN,,OAK,W,8-2,CG,33,9.0,1,3,0,4,2,2B
4,Apr 15,MIN,@,CAL,W,8-2,CG,32,9.0,4,4,1,9,0,2B
5,Apr 16,MIN,@,CAL,L,2-3,CG,36,8.0,0,3,1,4,1,2B
6,Apr 17,MIN,@,OAK,L,2-5,CG,37,8.0,1,0,0,1,0,2B
7,Apr 18,MIN,@,OAK,W,11-5,CG,38,9.0,3,2,0,5,1,2B
8,Apr 19,MIN,@,OAK,W,6-3,CG,34,9.0,1,2,0,3,0,2B
9,Apr 21,MIN,,CHW,W,4-3,CG,36,9.0,5,1,0,6,1,2B
10,Apr 22,MIN,,CHW,W,3-1,CG,19,5.0,4,3,0,7,0,2B
11,Apr 23,MIN,,CHW,L,5-7,GS,5,1.0,0,0,0,0,0,2B
24 (12),May 7,MIN,@,DET,W,9-6,CG,37,9.0,1,5,0,6,2,2B
25,May 8,MIN,@,CLE,W,7-6,CG,36,9.0,1,2,1,4,0,2B
26,May 9,MIN,@,CLE,W,5-3,CG,34,9.0,1,3,0,4,0,2B
28 (1),May 12,MIN,,BAL,L,4-5,CG,42,9.0,2,2,0,4,0,2B
29,May 13,MIN,,BAL,W,5-4,CG,44,10.0,3,2,0,5,2,2B
30,May 14,MIN,,KCR,W,5-2,CG,35,9.0,1,3,0,4,0,2B
31,May 16,MIN,@,MIL,W,11-7,CG,42,9.0,2,1,0,3,1,2B
32,May 17,MIN,@,MIL,W,6-1,CG,36,9.0,0,5,0,5,0,2B
33,May 18,MIN,@,KCR,W,7-5,CG,39,9.0,0,5,1,6,0,2B
34,May 19,MIN,@,KCR,W,5-4,CG,41,10.0,1,4,0,5,2,2B
35,May 20,MIN,@,KCR,W,10-5,CG,40,9.0,1,1,1,3,0,2B
36,May 22,MIN,,CAL,L,2-3,CG,36,9.0,2,4,1,7,0,2B
37,May 23,MIN,,CAL,W,5-4,CG,36,9.0,2,2,0,4,1,2B
38,May 24,MIN,,CAL,L,5-6,CG,39,9.0,2,3,0,5,1,2B
39,May 25,MIN,,MIL,W,6-5,CG,40,9.0,2,5,0,7,0,2B
40,May 26,MIN,,MIL,W,6-2,CG,35,9.0,3,4,1,8,0,2B
41,May 28,MIN,,MIL,W,11-2,CG,42,9.0,0,4,0,4,0,2B
42,May 29,MIN,,NYY,L,2-4,CG,40,9.0,2,5,0,7,0,2B
43,May 30,MIN,,NYY,W,10-6,CG,43,9.0,2,6,0,8,1,2B
44,May 31,MIN,,NYY,W,7-6,CG,43,10.0,5,2,1,8,0,2B
45,Jun 2,MIN,@,BOS,L,1-5,CG,40,8.0,3,2,0,5,1,2B
46,Jun 4,MIN,@,BOS,L,1-5,CG,38,8.0,4,4,0,8,3,2B
50 (3),Jun 9,MIN,@,NYY,L,2-5,CG,39,8.0,1,2,0,3,1,2B
51,Jun 10,MIN,@,NYY,L,1-2,CG,31,8.0,0,0,0,0,0,2B
52,Jun 12,MIN,,BOS,W,5-2,CG,35,9.0,2,2,0,4,1,2B
53,Jun 13,MIN,,BOS,L,4-6,CG,40,9.0,0,4,0,4,0,2B
54,Jun 14,MIN,,BOS,W,10-2,CG,41,9.0,1,1,0,2,0,2B
55,Jun 15,MIN,,WSA,W,5-3,CG,39,9.0,2,2,0,4,1,2B
56,Jun 16,MIN,,WSA,W,7-3,CG,35,9.0,1,2,0,3,0,2B
57,Jun 17,MIN,,WSA,L,1-3,CG,35,9.0,0,6,0,6,2,2B
58,Jun 19,MIN,@,KCR,L,1-5,CG,36,8.0,2,3,0,5,0,2B
59,Jun 20,MIN,@,KCR,L,3-5,CG,33,8.0,0,2,0,2,0,2B
60,Jun 21,MIN,@,KCR,W,11-2,CG,34,9.0,1,3,0,4,0,2B
61,Jun 22,MIN,@,MIL,W,4-3,GS,12,3.2,2,1,0,3,1,2B
161 (99),Sep 30,MIN,,KCR,W,6-4,GS,20,5.0,6,0,0,6,0,1B
