1,36,May 31(1),WSH,@,NYY,L,6-7,,,99,2.1,1,0,0,0,1,0,0,0.00,8,,,,,8,,,,,0,
2,39,Jun 2(1),WSH,@,NYY,L,1-8,,,1,6.0,8,4,2,0,1,1,0,2.16,25,,,,,25,,,,,0,
3,49,Jun 15,WSH,@,CHW,L,5-9,,,12,4.0,5,3,3,2,1,0,0,3.65,17,,,,,15,,,,,0,
