10,37 (36),May 23,CLE,,PHA,L,1-9,GS-0,1,0,0,0,0,0,0,,1,,0,0,0,,,,0,,,1.000,,,8,P
11,38,May 24,CLE,,PHA,L,1-9,CG,4,4,0,0,0,0,0,,0,,1,0,0,,,,0,,.000,.200,.000,.200,7,CF
