1,152 (151),Sep 20,ATL,,CIN,L,4-9,GS-6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,1.12,-0.054,-0.40,P
2,161 (8),Sep 30,ATL,,STL,L,1-3,GS-8,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.80,-0.041,-0.28,P
