595,2,Apr 7,SDP,@,LAD,W,7-3,8-8,BW(1-0),99,1.0,1,1,1,1,1,1,0,9.00,5,19,10,1,3,1,2,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.66,-0.220,-0.56,5.05,5.00, 8b --- 0 out a1, 8b 3 out tie
596,4,Apr 9,SDP,,SFG,L,0-1,8-8,,1,1.0,1,0,0,1,0,0,0,4.50,5,17,10,4,0,1,3,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,3.06,0.099,0.44,1.05,1.00, 8t --- 0 out tie, 8t 3 out tie
597,5,Apr 10,SDP,,SFG,W,1-0,8-8,W(2-0),0,1.0,0,0,0,0,0,0,0,3.00,3,9,6,0,2,1,2,0,2,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.37,0.099,0.44,6.25,5.00, 8t --- 0 out tie, 8t 3 out tie
598,7,Apr 12,SDP,,SFG,W,6-4,8-8,H(1),1,1.0,0,0,0,0,2,0,0,2.25,3,12,9,3,4,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.90,0.067,0.44,6.25,3.00, 8t --- 0 out a2, 8t 3 out a2
599,9,Apr 14,SDP,,ARI,W,5-1,8-8,,1,1.0,0,0,0,1,1,0,0,1.80,3,17,10,1,4,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.47,0.019,0.44,4.25,2.00, 8t --- 0 out a4, 8t 3 out a4
600,10,Apr 15,SDP,,ARI,W,3-2,8-8,W(3-0),0,1.0,1,0,0,0,1,0,0,1.50,3,10,6,2,1,1,1,1,0,0,,0,0,0,1,0,3,0,0,0,0,0,0,1.86,0.099,0.44,7.05,6.00, 8t --- 0 out tie, 8t 3 out tie
601,11,Apr 17,SDP,@,CHC,W,5-4,8-8,H(2),1,1.0,0,0,0,0,1,0,0,1.29,3,8,5,0,3,0,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.81,0.134,0.46,4.25,2.00, 8b --- 0 out a1, 8b 3 out a1
602,13,Apr 19,SDP,@,CHC,W,5-2,9-GF,S(1),1,1.0,2,0,0,0,2,0,0,1.12,5,20,14,2,6,3,0,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.70,0.036,0.46,3.85,3.00, 9b --- 0 out a3, 9b end a 3
603,15,Apr 21,SDP,@,COL,W,7-6,8-8,H(3),1,1.0,0,0,0,0,1,0,0,1.00,3,15,9,2,2,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.23,0.097,0.55,4.25,2.00, 8b --- 0 out a2, 8b 3 out a2
604,16,Apr 22,SDP,@,COL,L,4-5,8-8,BS(2),0,1.0,1,1,1,0,2,1,0,1.80,4,21,14,2,4,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.73,-0.178,-0.45,3.05,2.00, 8b --- 0 out a1, 8b 3 out tie
